,month,airline_id,carrier,total_gallons,total_cost,year
491,11,20287.0,WP,160589.0,243396,2016
492,11,20377.0,X9,2153350.0,3977951,2016
493,11,20207.0,XP,539809.0,1073948,2016
494,11,20046.0,ZW,4611.0,14673,2016
495,11,19393.0,WN,163961084.0,298346362,2016
496,12,21161.0,09Q,398112.0,965604,2016
497,12,21352.0,0WQ,24221.0,78476,2016
498,12,21492.0,1BQ,300487.0,995742,2016
499,12,21645.0,23Q,114882.0,250760,2016
500,12,20408.0,5V,363025.0,840325,2016
501,12,19917.0,5X,83152000.0,123814000,2016
502,12,20007.0,5Y,33847336.0,56763710,2016
503,12,19874.0,8C,732334.0,1485395,2016
504,12,20190.0,9S,6236942.0,13097578,2016
505,12,19805.0,AA,294981569.0,445275123,2016
506,12,20453.0,ABX,31953.0,52722,2016
507,12,19930.0,AS,40085978.0,68085614,2016
508,12,20409.0,B6,66674932.0,106084293,2016
509,12,19790.0,DL,266709237.0,435331872,2016
510,12,21650.0,EE,531360.0,972389,2016
511,12,20366.0,EV,85946.0,239935,2016
512,12,20436.0,F9,18878199.0,28228960,2016
513,12,20107.0,FX,108339193.0,163130000,2016
514,12,20368.0,G4,15863821.0,27856572,2016
515,12,20166.0,GFQ,320450.0,653339,2016
516,12,20402.0,GL,454005.0,1022779,2016
517,12,19690.0,HA,21637621.0,33098981,2016
518,12,20310.0,K8,234956.0,414541,2016
519,12,20370.0,KAQ,5293232.0,8569517,2016
520,12,21629.0,KD,1433197.0,3047462,2016
521,12,21634.0,KH,478937.0,750888,2016
522,12,20372.0,KLQ,128713.0,312009,2016
523,12,20169.0,L2,141535.0,298714,2016
524,12,20151.0,M6,2450305.0,4241844,2016
525,12,20405.0,N8,1171509.0,2177971,2016
526,12,20108.0,NC,506112.0,902651,2016
527,12,20416.0,NK,26997853.0,45812193,2016
528,12,20304.0,OO,5655072.0,10848121,2016
529,12,20177.0,PFQ,452769.0,846521,2016
530,12,20100.0,PO,17475435.0,25490535,2016
531,12,20422.0,SY,5330238.0,9426790,2016
532,12,20447.0,U7,618115.0,1031534,2016
533,12,19977.0,UA,273280870.0,415049145,2016
534,12,21171.0,VX,17051098.0,25889818,2016
535,12,20308.0,WE,357767.0,582292,2016
536,12,20287.0,WP,165446.0,252375,2016
537,12,20377.0,X9,2174816.0,4153325,2016
538,12,20207.0,XP,568491.0,1131010,2016
539,12,20046.0,ZW,7716.0,24699,2016
540,12,19393.0,WN,170448086.0,312741891,2016
541,1,21161.0,09Q,352605.0,977947,2017
542,1,21352.0,0WQ,26018.0,81258,2017
543,1,21492.0,1BQ,219309.0,1541032,2017
544,1,21645.0,23Q,82901.0,164931,2017
545,1,20408.0,5V,343787.0,764031,2017
546,1,19917.0,5X,64379000.0,95066000,2017
547,1,20007.0,5Y,30535372.0,55382146,2017
548,1,19874.0,8C,602543.0,1124468,2017
549,1,20190.0,9S,5451526.0,11448204,2017
550,1,19805.0,AA,281546168.0,440888323,2017
551,1,20453.0,ABX,17328.0,29284,2017
552,1,19930.0,AS,39857764.0,69840329,2017
553,1,20409.0,B6,65243539.0,110137331,2017
554,1,19790.0,DL,258186982.0,430704972,2017
555,1,21650.0,EE,427760.0,808467,2017
556,1,20366.0,EV,87798.0,241962,2017
557,1,20436.0,F9,18870467.0,29538698,2017
558,1,20107.0,FX,91096231.0,145833000,2017
559,1,20368.0,G4,14466463.0,26151460,2017
560,1,20166.0,GFQ,168885.0,363632,2017
561,1,20402.0,GL,707760.0,1545829,2017
562,1,19690.0,HA,21508669.0,34732170,2017
563,1,20310.0,K8,94508.0,199931,2017
564,1,20370.0,KAQ,3573983.0,6464788,2017
565,1,21629.0,KD,656035.0,1323075,2017
566,1,21634.0,KH,436860.0,723082,2017
567,1,20372.0,KLQ,108463.0,236185,2017
568,1,20169.0,L2,185756.0,446461,2017
569,1,20151.0,M6,1620745.0,2933659,2017
570,1,20405.0,N8,1243257.0,2577877,2017
571,1,20108.0,NC,366428.0,657933,2017
572,1,20416.0,NK,26626529.0,46027342,2017
573,1,20304.0,OO,5631031.0,11005676,2017
574,1,20177.0,PFQ,287340.0,540515,2017
575,1,20100.0,PO,16104914.0,25484154,2017
576,1,20422.0,SY,5599729.0,9815727,2017
577,1,20447.0,U7,283875.0,498125,2017
578,1,19977.0,UA,255048319.0,412500789,2017
579,1,21171.0,VX,16104407.0,25309253,2017
580,1,20287.0,WP,195365.0,329664,2017
581,1,20377.0,X9,3338563.0,6853257,2017
582,1,20207.0,XP,699293.0,1391240,2017
583,1,20046.0,ZW,3636.0,12151,2017
584,1,19393.0,WN,163668244.0,291146135,2017
585,2,21161.0,09Q,350079.0,897782,2017
586,2,21352.0,0WQ,21244.0,66921,2017
587,2,21492.0,1BQ,172801.0,743252,2017
588,2,21645.0,23Q,15455.0,30747,2017
589,2,20408.0,5V,320791.0,773434,2017
590,2,19917.0,5X,54747000.0,87203000,2017
591,2,20007.0,5Y,24840589.0,45838086,2017
592,2,19874.0,8C,600741.0,1155251,2017
593,2,20190.0,9S,5296073.0,11161752,2017
594,2,19805.0,AA,251931550.0,405710427,2017
595,2,20453.0,ABX,16484.0,31949,2017
596,2,19930.0,AS,35759665.0,64013203,2017
597,2,20409.0,B6,58336161.0,99556083,2017
598,2,19790.0,DL,232594072.0,418711893,2017
599,2,21650.0,EE,439920.0,862243,2017
600,2,20366.0,EV,81082.0,232197,2017
601,2,20436.0,F9,16526900.0,26047170,2017
602,2,20107.0,FX,84828338.0,137737339,2017
603,2,20368.0,G4,14160937.0,25981537,2017
604,2,20166.0,GFQ,268116.0,597244,2017
605,2,20402.0,GL,570930.0,1273796,2017
606,2,19690.0,HA,18921063.0,30774106,2017
607,2,20310.0,K8,256150.0,186146,2017
608,2,20370.0,KAQ,2846293.0,5365009,2017
609,2,21629.0,KD,366045.0,753479,2017
610,2,21634.0,KH,406852.0,675557,2017
611,2,20372.0,KLQ,205184.0,476646,2017
612,2,20169.0,L2,122220.0,262670,2017
613,2,20151.0,M6,1646861.0,2970251,2017
614,2,20405.0,N8,891013.0,1904522,2017
615,2,20108.0,NC,347703.0,637568,2017
616,2,20416.0,NK,24596370.0,45333409,2017
617,2,20304.0,OO,5229066.0,10371801,2017
618,2,20177.0,PFQ,267200.0,559539,2017
619,2,20100.0,PO,13659238.0,22085547,2017
620,2,20422.0,SY,5660878.0,10983116,2017
621,2,20447.0,U7,267542.0,474553,2017
622,2,19977.0,UA,230552207.0,376303117,2017
623,2,21171.0,VX,13977260.0,22330825,2017
624,2,20287.0,WP,207976.0,367638,2017
625,2,20377.0,X9,3189352.0,5596314,2017
626,2,20207.0,XP,462446.0,920034,2017
627,2,20046.0,ZW,4302.0,13989,2017
628,2,19393.0,WN,146176836.0,269270544,2017
629,3,21161.0,09Q,636594.0,1568149,2017
630,3,21352.0,0WQ,27071.0,87410,2017
631,3,21492.0,1BQ,148706.0,839034,2017
632,3,20408.0,5V,428332.0,1000031,2017
633,3,19917.0,5X,67790000.0,105167000,2017
634,3,20007.0,5Y,31757150.0,58120920,2017
635,3,19874.0,8C,612181.0,1187478,2017
636,3,20190.0,9S,6384736.0,13407946,2017
637,3,19805.0,AA,297980337.0,470399431,2017
638,3,20453.0,ABX,24522.0,43887,2017
639,3,19930.0,AS,42521771.0,74943613,2017
640,3,20409.0,B6,67293849.0,112926057,2017
641,3,19790.0,DL,282647518.0,474280366,2017
642,3,21650.0,EE,520480.0,952478,2017
643,3,20366.0,EV,94607.0,257077,2017
644,3,20436.0,F9,18790131.0,28765881,2017
645,3,20107.0,FX,101281769.0,160026826,2017
646,3,20368.0,G4,18222665.0,32316022,2017
647,3,20166.0,GFQ,303908.0,641779,2017
648,3,20402.0,GL,786515.0,1801749,2017
649,3,19690.0,HA,21307977.0,33935069,2017
650,3,20310.0,K8,253687.0,133443,2017
651,3,20370.0,KAQ,3440566.0,6234741,2017
652,3,21629.0,KD,1600468.0,3156352,2017
653,3,21634.0,KH,447281.0,718601,2017
654,3,20372.0,KLQ,166560.0,377175,2017
655,3,20169.0,L2,136075.0,285150,2017
656,3,20151.0,M6,1834172.0,3198462,2017
657,3,20405.0,N8,1175172.0,2537172,2017
658,3,20108.0,NC,483373.0,849333,2017
659,3,20416.0,NK,27840616.0,48421086,2017
660,3,20304.0,OO,6327013.0,12209334,2017
661,3,20177.0,PFQ,281235.0,637370,2017
662,3,20100.0,PO,17897396.0,29178788,2017
663,3,20422.0,SY,6781024.0,12658665,2017
664,3,20447.0,U7,387063.0,663780,2017
665,3,19977.0,UA,274711210.0,441695391,2017
666,3,21171.0,VX,15989796.0,24747148,2017
667,3,20287.0,WP,254069.0,437911,2017
668,3,20377.0,X9,3096905.0,6098404,2017
669,3,20207.0,XP,607683.0,1208982,2017
670,3,20046.0,ZW,3417.0,11510,2017
671,3,19393.0,WN,178011428.0,319793282,2017
672,4,21161.0,09Q,439329.0,1123023,2017
673,4,21352.0,0WQ,24181.0,78587,2017
674,4,21492.0,1BQ,434772.0,799372,2017
675,4,20408.0,5V,334666.0,769912,2017
676,4,19917.0,5X,62534000.0,97018000,2017
677,4,20007.0,5Y,32716779.0,59001543,2017
678,4,19874.0,8C,597892.0,1136777,2017
679,4,20190.0,9S,6114526.0,12840504,2017
680,4,19805.0,AA,293519381.0,463057869,2017
681,4,20453.0,ABX,55914.0,95853,2017
682,4,19930.0,AS,41438274.0,73280450,2017
683,4,20409.0,B6,66754669.0,111403505,2017
684,4,19790.0,DL,276154416.0,467695114,2017
685,4,21650.0,EE,403600.0,750696,2017
686,4,20366.0,EV,100179.0,274593,2017
687,4,20436.0,F9,18652207.0,28618976,2017
688,4,20107.0,FX,93372724.0,147987000,2017
689,4,20368.0,G4,15957439.0,28584598,2017
690,4,20166.0,GFQ,204125.0,427513,2017
691,4,20402.0,GL,628025.0,1426351,2017
692,4,19690.0,HA,20592990.0,32611536,2017
693,4,20310.0,K8,215268.0,27465,2017
694,4,20370.0,KAQ,4203311.0,7901492,2017
695,4,21629.0,KD,988503.0,2094221,2017
696,4,21634.0,KH,427115.0,686737,2017
697,4,20372.0,KLQ,95918.0,219330,2017
698,4,20169.0,L2,158955.0,320239,2017
699,4,20151.0,M6,1620026.0,2847623,2017
700,4,20405.0,N8,1127142.0,2227304,2017
701,4,20108.0,NC,398710.0,708185,2017
702,4,20416.0,NK,27726318.0,48152344,2017
703,4,20304.0,OO,6298173.0,12295026,2017
704,4,20177.0,PFQ,260657.0,497855,2017
705,4,20100.0,PO,16841471.0,26556206,2017
706,4,20422.0,SY,5332266.0,10231860,2017
707,4,20447.0,U7,334392.0,578098,2017
708,4,19977.0,UA,269247055.0,428188923,2017
709,4,21171.0,VX,15959372.0,25178808,2017
710,4,20287.0,WP,264308.0,436117,2017
711,4,20377.0,X9,3119665.0,5729530,2017
712,4,20207.0,XP,424248.0,844040,2017
713,4,20046.0,ZW,6569.0,21186,2017
714,4,19393.0,WN,176661619.0,320122768,2017
715,5,21161.0,09Q,345104.0,887853,2017
716,5,21352.0,0WQ,20236.0,63541,2017
717,5,21492.0,1BQ,407884.0,888762,2017
718,5,20408.0,5V,432867.0,941077,2017
719,5,19917.0,5X,68074000.0,101275000,2017
720,5,20007.0,5Y,36604056.0,65165815,2017
721,5,19874.0,8C,627245.0,1203533,2017
722,5,20190.0,9S,6216970.0,13055637,2017
723,5,19805.0,AA,316861045.0,483472623,2017
724,5,20453.0,ABX,29271.0,48005,2017
725,5,19930.0,AS,42468870.0,71267705,2017
726,5,20409.0,B6,66782697.0,107305126,2017
727,5,19790.0,DL,297988933.0,505968071,2017
728,5,21650.0,EE,239920.0,417461,2017
729,5,20366.0,EV,104685.0,264323,2017
730,5,20436.0,F9,20112257.0,29205108,2017
731,5,20107.0,FX,95993283.0,145310421,2017
732,5,20368.0,G4,15460025.0,26166845,2017
733,5,20166.0,GFQ,428488.0,845057,2017
734,5,20402.0,GL,468363.0,1010263,2017
735,5,19690.0,HA,21576830.0,32841417,2017
736,5,20310.0,K8,235358.0,44422,2017
737,5,20370.0,KAQ,4345315.0,7755903,2017
738,5,21629.0,KD,2737032.0,5312917,2017
739,5,21634.0,KH,446198.0,685578,2017
740,5,20372.0,KLQ,265314.0,566479,2017
741,5,20169.0,L2,167770.0,348398,2017
742,5,20151.0,M6,1826508.0,3122054,2017
743,5,20405.0,N8,1296511.0,2545697,2017
744,5,20108.0,NC,398594.0,672293,2017
745,5,20416.0,NK,28240339.0,46221323,2017
746,5,20304.0,OO,6492944.0,12279100,2017
747,5,20177.0,PFQ,286157.0,545208,2017
748,5,20100.0,PO,15901253.0,25313612,2017
749,5,20422.0,SY,4128482.0,7763996,2017
750,5,20447.0,U7,581468.0,951913,2017
751,5,19977.0,UA,291602347.0,448315754,2017
752,5,21171.0,VX,17226228.0,25325142,2017
753,5,20195.0,WI,1657934.0,2862710,2017
754,5,20287.0,WP,246723.0,402073,2017
755,5,20377.0,X9,2772831.0,5146794,2017
756,5,20207.0,XP,429178.0,853848,2017
757,5,20046.0,ZW,9096.0,29646,2017
758,5,19393.0,WN,176809930.0,313718151,2017
759,6,21161.0,09Q,407501.0,668433,2017
760,6,21352.0,0WQ,21206.0,62770,2017
761,6,21492.0,1BQ,653120.0,1110889,2017
762,6,20408.0,5V,503565.0,1140102,2017
763,6,19917.0,5X,69020000.0,98757000,2017
764,6,20007.0,5Y,36142526.0,64591487,2017
765,6,19874.0,8C,617009.0,1202651,2017
766,6,20190.0,9S,6562085.0,13780379,2017
767,6,19805.0,AA,323711138.0,467529063,2017
768,6,20453.0,ABX,93272.0,143639,2017
769,6,19930.0,AS,43528091.0,71112095,2017
770,6,20409.0,B6,68337422.0,106336890,2017
771,6,19790.0,DL,321313848.0,526504440,2017
772,6,21650.0,EE,249760.0,419597,2017
773,6,20366.0,EV,14037.0,80785,2017
774,6,20436.0,F9,20723521.0,28633297,2017
775,6,20107.0,FX,96719275.0,140349000,2017
776,6,20368.0,G4,18440370.0,30242275,2017
777,6,20166.0,GFQ,503430.0,927481,2017
778,6,20402.0,GL,457985.0,1033516,2017
779,6,19690.0,HA,22336661.0,33069900,2017
780,6,20370.0,KAQ,3992915.0,7192045,2017
781,6,21634.0,KH,435471.0,650255,2017
782,6,20372.0,KLQ,309284.0,674235,2017
783,6,20169.0,L2,311281.0,652532,2017
784,6,20151.0,M6,2059940.0,3509585,2017
785,6,20405.0,N8,836365.0,1762106,2017
786,6,20108.0,NC,562388.0,955645,2017
787,6,20416.0,NK,30742430.0,47920280,2017
788,6,20304.0,OO,6696044.0,11958643,2017
789,6,20177.0,PFQ,271285.0,511364,2017
790,6,20100.0,PO,17146933.0,26312312,2017
791,6,20422.0,SY,4845043.0,8547452,2017
792,6,20447.0,U7,691036.0,1122688,2017
793,6,19977.0,UA,306364200.0,452298657,2017
794,6,21171.0,VX,17917675.0,25274977,2017
795,6,20195.0,WI,1689270.0,2882444,2017
796,6,20287.0,WP,352203.0,560715,2017
797,6,20377.0,X9,3157092.0,6346101,2017
798,6,20207.0,XP,259711.0,516694,2017
799,6,20046.0,ZW,5082.0,15632,2017
800,6,19393.0,WN,183004072.0,308989857,2017
801,7,21161.0,09Q,361999.0,841650,2017
802,7,21352.0,0WQ,26331.0,78467,2017
803,7,21492.0,1BQ,630245.0,1055201,2017
804,7,20408.0,5V,503327.0,1038493,2017
805,7,19917.0,5X,67243000.0,96297000,2017
806,7,20007.0,5Y,38458246.0,63567341,2017
807,7,19874.0,8C,623150.0,1199204,2017
808,7,20190.0,9S,6709429.0,14089801,2017
809,7,19805.0,AA,338445228.0,492481518,2017
810,7,20453.0,ABX,35785.0,64195,2017
811,7,19930.0,AS,45137382.0,74880696,2017
812,7,20409.0,B6,73698512.0,115031818,2017
813,7,19790.0,DL,336013082.0,558943709,2017
814,7,21650.0,EE,280480.0,468401,2017
815,7,20366.0,EV,108679.0,75814,2017
816,7,20436.0,F9,22292839.0,31189729,2017
817,7,20107.0,FX,92766262.0,135898000,2017
818,7,20368.0,G4,18881989.0,31523539,2017
819,7,20166.0,GFQ,333892.0,729503,2017
820,7,20402.0,GL,405223.0,922795,2017
821,7,19690.0,HA,22875940.0,33777714,2017
822,7,20370.0,KAQ,5673017.0,9830264,2017
823,7,21629.0,KD,1993708.0,4427514,2017
824,7,21634.0,KH,414024.0,614620,2017
825,7,20372.0,KLQ,114339.0,246655,2017
826,7,20169.0,L2,315006.0,648926,2017
827,7,20151.0,M6,1831679.0,3002704,2017
828,7,20405.0,N8,527273.0,1091312,2017
829,7,20108.0,NC,567281.0,951386,2017
830,7,20416.0,NK,31993643.0,50680220,2017
831,7,20304.0,OO,6863914.0,12687143,2017
832,7,20177.0,PFQ,303964.0,546956,2017
833,7,20100.0,PO,16771423.0,25579664,2017
834,7,20422.0,SY,5363474.0,9532980,2017
835,7,20447.0,U7,487672.0,779342,2017
836,7,19977.0,UA,321423462.0,470835673,2017
837,7,21171.0,VX,18541792.0,27421885,2017
838,7,20195.0,WI,1447168.0,2450131,2017
839,7,20310.0,WL,312284.0,235970,2017
840,7,20287.0,WP,418321.0,656047,2017
841,7,20377.0,X9,3627226.0,6952013,2017
842,7,20207.0,XP,626693.0,1246803,2017
843,7,20046.0,ZW,7268.0,22107,2017
844,7,19393.0,WN,189005940.0,320098115,2017
845,8,21161.0,09Q,390006.0,962108,2017
846,8,21352.0,0WQ,26496.0,83247,2017
847,8,20408.0,5V,511710.0,1163194,2017
848,8,19917.0,5X,72573000.0,116518000,2017
849,8,20007.0,5Y,38144004.0,67166799,2017
850,8,19874.0,8C,686730.0,1236144,2017
851,8,20190.0,9S,6585979.0,13830556,2017
852,8,19805.0,AA,331667373.0,519928131,2017
853,8,20453.0,ABX,62859.0,104976,2017
854,8,19930.0,AS,44708656.0,79457576,2017
855,8,20409.0,B6,72953838.0,123839332,2017
856,8,19790.0,DL,335216652.0,535785231,2017
857,8,21650.0,EE,263040.0,465581,2017
858,8,20366.0,EV,4676.0,38986,2017
859,8,20436.0,F9,21545784.0,33609689,2017
860,8,20107.0,FX,101753303.0,161836000,2017
861,8,20368.0,G4,14662825.0,26759574,2017
862,8,20166.0,GFQ,395929.0,864404,2017
863,8,20402.0,GL,344266.0,804533,2017
864,8,19690.0,HA,22835410.0,35924511,2017
865,8,20370.0,KAQ,3980418.0,7562496,2017
866,8,21629.0,KD,1911288.0,3447853,2017
867,8,21634.0,KH,456380.0,723672,2017
868,8,20372.0,KLQ,257837.0,591710,2017
869,8,20169.0,L2,212215.0,468035,2017
870,8,20151.0,M6,1848240.0,3351106,2017
871,8,20405.0,N8,890920.0,1788601,2017
872,8,20108.0,NC,588708.0,1048690,2017
873,8,20416.0,NK,32148544.0,56709989,2017
874,8,20304.0,OO,6940229.0,13771223,2017
875,8,20177.0,PFQ,340458.0,627850,2017
876,8,20100.0,PO,16478618.0,25508581,2017
877,8,20422.0,SY,4833996.0,9381171,2017
878,8,20447.0,U7,506407.0,907753,2017
879,8,19977.0,UA,311521193.0,493460968,2017
880,8,21171.0,VX,18440655.0,29785921,2017
881,8,20195.0,WI,1480026.0,2778304,2017
882,8,20287.0,WP,353451.0,589892,2017
883,8,20377.0,X9,2627254.0,5114575,2017
884,8,20207.0,XP,282469.0,561971,2017
885,8,20046.0,ZW,11462.0,34733,2017
886,8,19393.0,WN,178563862.0,327136102,2017
887,9,21161.0,09Q,560959.0,1389748,2017
888,9,21352.0,0WQ,25164.0,81724,2017
889,9,21492.0,1BQ,327658.0,680078,2017
890,9,20408.0,5V,409738.0,1014181,2017
891,9,19917.0,5X,66789000.0,117178000,2017
892,9,20007.0,5Y,40343628.0,71943003,2017
893,9,19874.0,8C,557085.0,1083370,2017
894,9,20190.0,9S,6678165.0,13394146,2017
895,9,19805.0,AA,277280454.0,474298088,2017
896,9,20453.0,ABX,79338.0,149869,2017
897,9,19930.0,AS,39374312.0,76698940,2017
898,9,20409.0,B6,58109658.0,108032141,2017
899,9,19790.0,DL,283484031.0,498229067,2017
900,9,21650.0,EE,30960.0,54800,2017
901,9,20366.0,EV,3367.0,33702,2017
902,9,20436.0,F9,19609531.0,34497527,2017
903,9,20107.0,FX,95801784.0,167707000,2017
904,9,20368.0,G4,10801631.0,21836029,2017
905,9,20166.0,GFQ,488408.0,1226004,2017
906,9,20402.0,GL,595069.0,1502448,2017
907,9,19690.0,HA,21448120.0,35746649,2017
908,9,20370.0,KAQ,5622529.0,11011090,2017
909,9,21629.0,KD,2368002.0,4548958,2017
910,9,21634.0,KH,394002.0,657113,2017
911,9,20372.0,KLQ,212898.0,507247,2017
912,9,20169.0,L2,247765.0,592608,2017
913,9,20151.0,M6,1676743.0,3454333,2017
914,9,20405.0,N8,904736.0,2186556,2017
915,9,20108.0,NC,515535.0,1015928,2017
916,9,20416.0,NK,26132007.0,50909978,2017
917,9,20304.0,OO,7301761.0,15464047,2017
918,9,20177.0,PFQ,351710.0,676757,2017
919,9,20100.0,PO,16463203.0,27007840,2017
920,9,20422.0,SY,3582944.0,7984155,2017
921,9,20447.0,U7,605887.0,1194348,2017
922,9,19977.0,UA,276441283.0,478835917,2017
923,9,21171.0,VX,16946394.0,30376204,2017
924,9,20195.0,WI,1236048.0,2525795,2017
925,9,20310.0,WL,312284.0,424373,2017
926,9,20287.0,WP,251788.0,435924,2017
927,9,20377.0,X9,2944213.0,5414709,2017
928,9,20207.0,XP,330096.0,656723,2017
929,9,20046.0,ZW,14821.0,49176,2017
930,9,19393.0,WN,154648357.0,303063218,2017
931,10,21161.0,09Q,1551834.0,3400180,2017
932,10,21352.0,0WQ,30474.0,94774,2017
933,10,21492.0,1BQ,111378.0,330754,2017
934,10,20408.0,5V,422285.0,1196540,2017
935,10,19917.0,5X,72089000.0,125884000,2017
936,10,20007.0,5Y,41911121.0,76444565,2017
937,10,19874.0,8C,700976.0,1468415,2017
938,10,20190.0,9S,6405491.0,13451531,2017
939,10,19805.0,AA,301099617.0,523911775,2017
940,10,20453.0,ABX,77495.0,150339,2017
941,10,19930.0,AS,40472631.0,78038953,2017
942,10,20409.0,B6,63731813.0,117338300,2017
943,10,19790.0,DL,290657760.0,552229834,2017
944,10,20436.0,F9,21509022.0,37093695,2017
945,10,20107.0,FX,98566651.0,172101000,2017
946,10,20368.0,G4,14985776.0,29388053,2017
947,10,20166.0,GFQ,498862.0,1229806,2017
948,10,20402.0,GL,730406.0,1724956,2017
949,10,19690.0,HA,22055390.0,37764424,2017
950,10,20370.0,KAQ,5051611.0,10184415,2017
951,10,21629.0,KD,2580174.0,5035964,2017
952,10,21634.0,KH,420655.0,723831,2017
953,10,20372.0,KLQ,275368.0,705512,2017
954,10,20169.0,L2,210736.0,529608,2017
955,10,20151.0,M6,2401629.0,4751900,2017
956,10,20405.0,N8,862490.0,1967599,2017
957,10,20108.0,NC,571000.0,1145084,2017
958,10,20416.0,NK,29291989.0,55850185,2017
959,10,20304.0,OO,7731794.0,16345559,2017
960,10,20177.0,PFQ,294627.0,603745,2017
961,10,20100.0,PO,15675021.0,26803327,2017
962,10,20422.0,SY,4339195.0,9293383,2017
963,10,20447.0,U7,502060.0,1139650,2017
964,10,19977.0,UA,283413257.0,499141199,2017
965,10,21171.0,VX,18531212.0,32127338,2017
966,10,20195.0,WI,2044190.0,4193979,2017
967,10,20310.0,WL,263000.0,682820,2017
968,10,20377.0,X9,4107690.0,8424616,2017
969,10,20046.0,ZW,12882.0,43480,2017
970,10,19393.0,WN,166045635.0,321385705,2017
971,11,21161.0,09Q,700289.0,2162165,2017
972,11,21352.0,0WQ,22294.0,72053,2017
973,11,21492.0,1BQ,101869.0,221791,2017
974,11,20408.0,5V,400500.0,1100686,2017
975,11,19917.0,5X,79298000.0,143808000,2017
976,11,20007.0,5Y,43157610.0,80592769,2017
977,11,19874.0,8C,700138.0,1494839,2017
978,11,20190.0,9S,6614197.0,13889814,2017
979,11,19805.0,AA,268463191.0,479414257,2017
